Location in Stile,Type of video,Location of video
Stile Science/Magnetism/1.2 Practical activity: Mapping magnetic fields,Upload,https://stileapp.com/uploads/au/T20181019-f0963fac6e3afe1b04fb8a6e049427c11c24f57515a7ae54624cd9/AdobeStock_198575220.mov?response-content-disposition=attachment;%20filename=%22AdobeStock_198575220.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626829200&Signature=Dlv%2Fy%2BqNAzyHrnaWC6yNwEvPLlM%3D
Stile Science/Magnetism/1.2 Practical activity: Mapping magnetic fields,Upload,https://stileapp.com/uploads/au/T20181019-09e7620f7bfbdb5d5d1b8cddca321fad27dd489f872c0e2ae0b80d/The_Lexus_Hoverboard__It_s_here.mp4?response-content-disposition=attachment;%20filename=%22The_Lexus_Hoverboard__It_s_here.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626829200&Signature=XnTPsGoH%2FmPIWziPGLxZTXR%2BkoY%3D
Stile Science/Magnetism/1.3 Extension: What causes magnetism?,Upload,https://stileapp.com/uploads/au/T20181026-619e5a435a1ab6a9e18b6ab878256bee6e5f60886aae2cf1696ab0/Demo_1.mp4?response-content-disposition=attachment;%20filename=%22Demo_1.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626760800&Signature=v5m%2B9nR%2BSuJJ8cXAwkjHYxM7MKI%3D
Stile Science/Magnetism/1.3 Extension: What causes magnetism?,Upload,https://stileapp.com/uploads/au/T20181026-4f07a6ff2b7d07ee80ab283351bb6570c1b6e967ce46f863f1cc92/Demo_2_1.mp4?response-content-disposition=attachment;%20filename=%22Demo_2_1.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626760800&Signature=xdcV0p0Jef%2FCdxtysPs6gdRLc04%3D
Stile Science/Magnetism/1.3 Extension: What causes magnetism?,Upload,https://stileapp.com/uploads/au/T20181026-a4441a348be95eac93917b2eaae391d728930c3e645e6fed6ef78b/Demo_3_1.mp4?response-content-disposition=attachment;%20filename=%22Demo_3_1.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626760800&Signature=vlh8hCF8gm08B4DG%2FO1mgl5cKnA%3D
Stile Science/Magnetism/2.1 Lesson: Electromagnetism (Part 1),Upload,https://stileapp.com/uploads/au/T20190122-e208fba7accbf12d3de747c453a496dd1a025c3c6035a815f770f6/Neodymium_magnet_lights_up_an_incandescent_light_bulb.mp4?response-content-disposition=attachment;%20filename=%22Neodymium_magnet_lights_up_an_incandescent_light_bulb.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626789600&Signature=HFBNoLU0uzUBfb8%2FiEi73CwLeA0%3D
Stile Science/Magnetism/2.1 Lesson: Electromagnetism (Part 1),Upload,https://stileapp.com/uploads/au/T20181022-9fe9ae15dcc390b03707ea6c221ed3f7331a0c0dafeb40298661be/Magnetism_Crash_Course_cut.mp4?response-content-disposition=attachment;%20filename=%22Magnetism_Crash_Course_cut.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626789600&Signature=Zi1%2BflU3%2FrSxah4DY7T4dfx%2B5v0%3D
Stile Science/Magnetism/2.2 Investigation: Electromagnets,Upload,https://stileapp.com/uploads/au/T20181214-8e8ac13eee723872ad3bcf456de40a4d7e1db6882985e973a60e99/Build_an_electromagnet.mp4?response-content-disposition=attachment;%20filename=%22Build_an_electromagnet.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626768000&Signature=9USjJS0DHmP8fPPTp2dJPStRNPI%3D
Stile Science/Magnetism/2.3 Practical activity: Make a simple electric motor,Upload,https://stileapp.com/uploads/au/T20181019-35db5c0274472ddd9c7bd5657954f6e230b690b1417c39be2830a9/Make_an_Electric_Motor.mp4?response-content-disposition=attachment;%20filename=%22Make_an_Electric_Motor.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626764400&Signature=ewnT%2FxR6%2FliSP4SIGiCS4kTz24E%3D
Stile Science/Magnetism/2.4 Lesson: Electromagnetism (Part 2),Upload,https://stileapp.com/uploads/au/T20181019-f518d81f386fbbc1bf7dabf05aada3390778b06f19ce8912a919b1/Disney_Invented_A_Room_Where_Your_Phone_Will_Never_Die.mp4?response-content-disposition=attachment;%20filename=%22Disney_Invented_A_Room_Where_Your_Phone_Will_Never_Die.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626753600&Signature=dXgl58NBTHP%2BSfwBZ1Bncx48hmQ%3D
Stile Science/Magnetism/Career profile: Wireless engineer,Upload,https://stileapp.com/uploads/au/T20181026-6d7ed8c5c3901265973a8dbc3d368ff5527cd5323712fbb6874625/Alanson_interview.mp4?response-content-disposition=attachment;%20filename=%22Alanson_interview.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626768000&Signature=jD8pQovK4GzFMD%2FF4gm05h%2Fh3XE%3D
Stile Science/Genetics/Science news: The 2020 Nobel Prize for the discovery of CRISPR,YouTube,https://youtube.com/watch?v=Fb8Izn1xkG8
Stile Science/Genetics/Career profile: Genetic counsellor,Upload,https://stileapp.com/publicUploads/au/e5fec798fb43f5731a2ad94f952ed4fd0cdc94b7df3baee9062ca06af11c796e/__NWH_-_Should_You_Speak_with_a_Cancer_Genetic_Counselor_.mp4?recache=true
Stile Science/Genetics/1.1 Lesson: DNA and genes,Upload,https://stileapp.com/uploads/au/T20180813-18391d907b61b71798ead2fb8065c34f14c3457054fc571ef66230/What_is_DNA_and_How_Does_it_Work.mp4?response-content-disposition=attachment;%20filename=%22What_is_DNA_and_How_Does_it_Work.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=y2O9NxTj0Yd1MnmeVbjXrVHWBWM%3D
Stile Science/Genetics/1.1 Lesson: DNA and genes,Upload,https://stileapp.com/uploads/au/T20180813-669891ca87107dd3b58f152b5989a2af33a8bff03a8a28a3cec5a8/What_is_a_gene.mp4?response-content-disposition=attachment;%20filename=%22What_is_a_gene.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=u0SgcBP%2F4bWrjq2wmJ1xvkaLfRQ%3D
Stile Science/Genetics/1.2 Extension: The genetic code,Upload,https://stileapp.com/uploads/au/T20180813-2674781440fa60de4941a9987a81ef477e9952444ce36feadcff65/What_is_DNA_and_How_Does_it_Work.mp4?response-content-disposition=attachment;%20filename=%22What_is_DNA_and_How_Does_it_Work.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=dAdwQQfaJbYVvjsZy874SVOjokE%3D
Stile Science/Genetics/1.3 Extension: Mutations,Upload,https://stileapp.com/publicUploads/au/f2188b6fc3c2eac966f09a54799861670da578e9c9f59c405586784beef1b216/Mutations_in_DNA_edited.mov?recache=true
Stile Science/Genetics/1.3 Extension: Mutations,Upload,https://stileapp.com/publicUploads/au/af4a010347defc5c7d438edfa6df7035bca85ce2a493d7fd89fb0bbf7a11ab14/Haemochromatosis_-_animation_edited.mov?recache=true
Stile Science/Genetics/1.4 Practical activity: Extracting DNA,Upload,https://stileapp.com/publicUploads/au/3ed6ea1c9d11232fb8ff0e272e741da0f96fc2046d8f8616d9c91fb365d513a6/Strawberry_DNA_Extraction.mp4?recache=true
Stile Science/Genetics/2.1 Lesson: Mitosis,Upload,https://stileapp.com/uploads/au/T20180411-7df21a1e2cfa4247ce98d0265db1d03d3c4cf89c78252718114c83/AdobeStock_181055340.mov?response-content-disposition=attachment;%20filename=%22AdobeStock_181055340.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=8PZKJkcy9dXZwSxAfZrEK359md8%3D
Stile Science/Genetics/2.1 Lesson: Mitosis,Upload,https://stileapp.com/uploads/au/T20180817-86d13fb7722fac0c782613b1f50c5c9a16cd35c0aaac30990726b8/MITOSIS-FINAL-music.mp4?response-content-disposition=attachment;%20filename=%22MITOSIS-FINAL-music.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=jbs0YbMgFe0TbiiWBXjpCk6z5Ro%3D
Stile Science/Genetics/2.1 Lesson: Mitosis,Upload,https://stileapp.com/uploads/au/T20180813-aaf15f222066eaa539731800994358c3bdd5ddc2b84fdc3513e169/Actual_Footage_of_Cell_Division__Kidney_Cells_.mp4?response-content-disposition=attachment;%20filename=%22Actual_Footage_of_Cell_Division__Kidney_Cells_.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=6TulkX8i8oKA0KdAyQ3AzL1ZgKA%3D
Stile Science/Genetics/2.2 Project: Cancer cells,Upload,https://stileapp.com/uploads/au/T20171002-6c62b2af8051f1a3925ddfbcc1bb2b6189dc1529797a190d4070e7/how_do_cancer_cells_behave_differently_from_healthy_ones-TEDed.mp4?response-content-disposition=attachment;%20filename=%22how_do_cancer_cells_behave_differently_from_healthy_ones-TEDed.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626786000&Signature=8GFDLzrP2Ke0fREH4VSXV7gMwf4%3D
Stile Science/Genetics/2.3 Lesson: Meiosis,Upload,https://stileapp.com/uploads/au/T20180817-8608eeb1d68b05dbadc573f5f5bd9b963caf603037d9c2c032594c/MEIOSIS-FINAL-music.mp4?response-content-disposition=attachment;%20filename=%22MEIOSIS-FINAL-music.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=Zl8L8CKzfrW2mO1wjySQSuI6fzA%3D
Stile Science/Genetics/2.3 Lesson: Meiosis,Upload,https://stileapp.com/uploads/au/T20180813-18f29a8b610d60a6be7a715d56efff93e958d04efdcaa3d308590f/Why_Cant_Mules_Have_Babies.mp4?response-content-disposition=attachment;%20filename=%22Why_Cant_Mules_Have_Babies.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626786000&Signature=%2Bx%2BYXiJaLwBJHJzCGMdyTaW8YFQ%3D
Stile Science/Genetics/3.1 Lesson: Simple inheritance,Upload,https://stileapp.com/uploads/au/T20171002-6e65366c1dfe85c9ae0ffa940034ff560f4586d042d23538b91530/How_Mendels_pea_plants_helped_us_understand_genetics_-_edit.mp4?response-content-disposition=attachment;%20filename=%22How_Mendels_pea_plants_helped_us_understand_genetics_-_edit.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=emf%2BQpvuSgWS7PTckik%2BBwUfBYc%3D
Stile Science/Genetics/3.2 Lesson: Punnett squares,Upload,https://stileapp.com/uploads/au/T20200824-fa1ae8505cdae6d6ff4437a5a69650368eb38d3dc883bcafa8a225/Blue_People_of_Kentucky_Why_the_Fugate_Family_Had_Blue_Skin.mp4?response-content-disposition=attachment;%20filename=%22Blue_People_of_Kentucky_Why_the_Fugate_Family_Had_Blue_Skin.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626742800&Signature=jrOy16JcJiVz%2FbrinApZdy6iaKc%3D
Stile Science/Genetics/3.2 Lesson: Punnett squares,Upload,https://stileapp.com/uploads/au/T20200824-5379a0fdf8111be0155d813b44d57e036cb2cf50df16d7605b42a9/Punnett_Square_Basics___Mendelian_Genetic_Crosses.mp4?response-content-disposition=attachment;%20filename=%22Punnett_Square_Basics___Mendelian_Genetic_Crosses.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626742800&Signature=%2F0uTxv3%2FMcgtwf8l4Dd%2B%2B4AQMaE%3D
Stile Science/Genetics/3.3 Lesson: Sex-linked inheritance,Upload,https://stileapp.com/uploads/au/T20200908-1f47aea99b7de9c57b2579d92ed5d50b284032ef8cb88c55fadd56/What_It_s_Like_To_Be_Color_Blind.mp4?response-content-disposition=attachment;%20filename=%22What_It_s_Like_To_Be_Color_Blind.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626742800&Signature=ramMZHKCQlw7GrM0ffzUMwC5q%2FA%3D
Stile Science/Genetics/3.3 Lesson: Sex-linked inheritance,Upload,https://stileapp.com/uploads/au/T20200908-f99a768f0f128611b68c902e81345bf8a211f2c407e4cc16ca196a/Sex_linked_Inheritance.mp4?response-content-disposition=attachment;%20filename=%22Sex_linked_Inheritance.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626742800&Signature=RskFksqq8QjuZq6aREuIZCtmpCg%3D
Stile Science/Genetics/3.4 Lesson: Pedigrees,Upload,https://stileapp.com/publicUploads/au/b3dcb8c7fd182ae4def4a504461cc124e98be28ad97b04b10f697be8fcbe5da2/161_Pedigree_Introduction_1.mov?recache=true
Stile Science/Genetics/3.6 Extension: Codominant inheritance,Upload,https://stileapp.com/uploads/au/T20200908-26d49e2590532014ede3bbdf2296eb1a306143e16d17a653e52a3d/Codominant_Monohybrid_Cross.mp4?response-content-disposition=attachment;%20filename=%22Codominant_Monohybrid_Cross.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626750000&Signature=Z%2FaMMUJ4cbYl64MPBKXCVmZljpU%3D
Stile Science/Genetics/3.6 Extension: Codominant inheritance,Upload,https://stileapp.com/uploads/au/T20200908-850f26fe926a0b241988c3f4846907898c77d5e6f308081721ae67/Codominant_Monohybrid_Cross.mp4?response-content-disposition=attachment;%20filename=%22Codominant_Monohybrid_Cross.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626750000&Signature=wuVAAU9OMQR7MQ9MByO9aFEVBVo%3D
Stile Science/Genetics/3.6 Extension: Codominant inheritance,Upload,https://stileapp.com/uploads/au/T20200908-90f50880ea2ac4ab98191492a671ef02641cce5989bc57537a94bc/Why_do_blood_types_matter__-_Natalie_S._Hodge.mp4?response-content-disposition=attachment;%20filename=%22Why_do_blood_types_matter__-_Natalie_S._Hodge.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626750000&Signature=cuRpD9fNY%2FBMI51ubpxGnHTRt9o%3D
Stile Science/Evolution/Science news: The evolution of puppy dog eyes,Upload,https://stileapp.com/uploads/au/T20191008-8ceae4bc3a12572cd70bb5e3c798160546f0ecf7829283987e6525/There_s_A_Scientific_Reason_Why_We_Love_Dogs_So_Mu.mp4?response-content-disposition=attachment;%20filename=%22There_s_A_Scientific_Reason_Why_We_Love_Dogs_So_Mu.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626786000&Signature=CpDf%2FIobv7E%2BxDpGOeW2%2BFkhoKI%3D
Stile Science/Evolution/Science news: The evolution of puppy dog eyes,Upload,https://stileapp.com/uploads/au/T20191008-832d8c6786a79657a0f0245bec4a0ab6ce5b23d294d3ec3721bed1/What_is_Evolution.mp4?response-content-disposition=attachment;%20filename=%22What_is_Evolution.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626786000&Signature=zzp8C6bm6RBTSs76uqFhqstTIDk%3D
Stile Science/Evolution/1.1 Lesson: Genetic variation and natural selection,Upload,https://stileapp.com/publicUploads/au/9f33b6c6203493fc19360d1ff6cfd96f1d884dbf58701286bc80e05a55ffb920/What_is_Evolution_edited.mov?recache=true
Stile Science/Evolution/3.1 Career profile: Animal behaviour scientist,Upload,https://stileapp.com/publicUploads/au/7d3ba5c8bb4dea6dc5507a86af50a522dd900f349966ff948ec26b7c22ed4cc2/Frog-eating_Bats__Smithsonian_Scientist_Rachel_Page.mp4?recache=true
Stile Science/Stem Cells/1.1 Lesson: What are stem cells? ,Upload,https://stileapp.com/uploads/au/T20171002-41fe5cdddc3ac73436dd8eac8c888cf2e8a5248bc1ef3a71e2814e/What_are_stem_cells_-_Part_1_edit.mp4?response-content-disposition=attachment;%20filename=%22What_are_stem_cells_-_Part_1_edit.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626750000&Signature=NgDZclkz22YvZJVT2Zws6NkraPk%3D
Stile Science/Stem Cells/1.2 Lesson: Types of stem cells,Upload,https://stileapp.com/uploads/au/T20171002-f976462685e5ff332374c112f7101e4ab2aafce390f1010432e3f6/What_are_stem_cells_-_Part_2_edit.mp4?response-content-disposition=attachment;%20filename=%22What_are_stem_cells_-_Part_2_edit.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626771600&Signature=LBx5WWGnMcUmR5PW%2BgPJpZrUirw%3D
Stile Science/The Periodic Table/Introduction: How do exploding stars create heavy metals?,Upload,https://stileapp.com/uploads/au/T20171103-1b10dea70b22ad104853acc8bba335e6d9bddb2a9b1710b8734f53/Neutron_Star_Merger_-_edit.mp4?response-content-disposition=attachment;%20filename=%22Neutron_Star_Merger_-_edit.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626786000&Signature=4JXn0HzIMVSx1QQLdyXJ5g3VnHY%3D
Stile Science/The Periodic Table/Introduction: How do exploding stars create heavy metals?,Upload,https://stileapp.com/uploads/au/b93d528c312948f4007c42d5965284e025d2d243c9595ed9c3fbacd783c464fe/BoingBoing.mp4?response-content-disposition=attachment;%20filename=%22BoingBoing.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626786000&Signature=d1sHBNo87UW4Esk9rKbzGBGZoDc%3D
Stile Science/The Periodic Table/1.1 Lesson: Groups and periods,Upload,https://stileapp.com/uploads/au/T20201019-25bdb26c74ee490e46b69e5fba284e2ce40f422ee780d1e479933e/New_element.mp4?response-content-disposition=attachment;%20filename=%22New_element.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=xvk0FPNb1uCT0ngn1tvXTWslt0w%3D
Stile Science/The Periodic Table/1.1 Lesson: Groups and periods,Upload,https://stileapp.com/uploads/au/T20201019-253ed6da3e68c861f9c3ab700038cc15a3c3dc900d211837bfdae9/Chemistry_-_Introduction_to_the_periodic_table.mp4?response-content-disposition=attachment;%20filename=%22Chemistry_-_Introduction_to_the_periodic_table.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=jq%2FcGSAtU4fjdJhnTxW%2FRUsCVjQ%3D
Stile Science/The Periodic Table/1.1 Lesson: Groups and periods,Upload,https://stileapp.com/uploads/au/T20201006-5bab6743c19a4b14db725ae22ce12b23eb8ebe5a28f2fc77255935/video.mp4?response-content-disposition=attachment;%20filename=%22video.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=5Ym20qRld2Ug%2BfKRW1YSGFKYZRI%3D
Stile Science/The Periodic Table/1.2 Lesson: Electron configurations,Upload,https://stileapp.com/uploads/au/T20171103-e1d75e14cb08f0b20ef3ff55d51f5606d4cc165aa9794354eb64c3/Drawing_electron_configuration_diagrams_-_edit.mp4?response-content-disposition=attachment;%20filename=%22Drawing_electron_configuration_diagrams_-_edit.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=9k%2BovCdBqivKVJ3cb4uuu1aAWps%3D
Stile Science/The Periodic Table/1.3 Lesson: Valence electrons,Upload,https://stileapp.com/uploads/au/T20201027-113308af0106e6faab542ccb0348157774890e6d21c66803b66299/835ddb7404d9d9fda0671e2c34679bc4.mp4?response-content-disposition=attachment;%20filename=%22835ddb7404d9d9fda0671e2c34679bc4.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=HwWYK7pg68KYCeUqV22WXpgjKu0%3D
Stile Science/The Periodic Table/1.3 Lesson: Valence electrons,Upload,https://stileapp.com/uploads/au/T20201027-2c12b1662277c1cfeacb33fa409148257e70d1a4ae635753ab5c72/ba169e5ede9bb2af08b56357c8481370.mp4?response-content-disposition=attachment;%20filename=%22ba169e5ede9bb2af08b56357c8481370.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=cWl20wIZ54PuKin7DCy3vBIiqAo%3D
Stile Science/The Periodic Table/1.4 Lesson: Trends in the periodic table ,Upload,https://stileapp.com/uploads/au/T20201019-ca87f3d49bb0f9971ac26cbcf0b8eeda728893567128e515f7d6c0/Reacting_Fluorine_with_Caesium_-_First_Time_on_Camera.mp4?response-content-disposition=attachment;%20filename=%22Reacting_Fluorine_with_Caesium_-_First_Time_on_Camera.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=RZ8tV8cynXYp8TxSCR6pXIcNpCE%3D
Stile Science/The Periodic Table/1.4 Lesson: Trends in the periodic table ,Upload,https://stileapp.com/uploads/au/T20201029-85be5342d3b0cf9fb581d69f6c8dc5ec8b2a08479ddf30ec32e5a9/PT_Trends_Pt_1_v1.mp4?response-content-disposition=attachment;%20filename=%22PT_Trends_Pt_1_v1.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=rZVn4Dr4kUypXT8W2BfxxqUQCDk%3D
Stile Science/The Periodic Table/1.4 Lesson: Trends in the periodic table ,Upload,https://stileapp.com/uploads/au/T20201016-b909f86ac0bf49abc4f86c97080dd02045d23945f8007dcbd93709/ba169e5ede9bb2af08b56357c8481370.mp4?response-content-disposition=attachment;%20filename=%22ba169e5ede9bb2af08b56357c8481370.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=w%2FYhAQCh6WwcvWsWE0VWp13Y1kk%3D
Stile Science/The Periodic Table/1.4 Lesson: Trends in the periodic table ,Upload,https://stileapp.com/uploads/au/T20201016-3b3dc9acdb9eef9401aa6addd3890d8d4f74b23ac03c4c30e1922a/7768ccc975a5ec8bc558d7d5c20d9c04.mp4?response-content-disposition=attachment;%20filename=%227768ccc975a5ec8bc558d7d5c20d9c04.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=YSoGTcWS6bRGfAWin3unUiiNbpA%3D
Stile Science/The Periodic Table/1.4 Lesson: Trends in the periodic table ,Upload,https://stileapp.com/uploads/au/T20201019-3dd6eb6881d9aa4f9281a5c1b399242bcf89f6d85844f006bed6c9/Group_2_Reactions_with_water_-_Periodic_Properties.mp4?response-content-disposition=attachment;%20filename=%22Group_2_Reactions_with_water_-_Periodic_Properties.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=ZmWesXP91hg6tWL1w%2BZ2SJkyc3o%3D
Stile Science/The Periodic Table/1.4 Lesson: Trends in the periodic table ,Upload,https://stileapp.com/uploads/au/T20201019-35bbda30d55b50d42094f7b1ab4adfe08b0158636edced0b16f3c4/Caesium_or_Cesium_-_Periodic_Table_of_Videos.mp4?response-content-disposition=attachment;%20filename=%22Caesium_or_Cesium_-_Periodic_Table_of_Videos.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=5bBHo5dndc90BrxkrfQ4067iO4s%3D
Stile Science/The Periodic Table/1.4 Lesson: Trends in the periodic table ,Upload,https://stileapp.com/uploads/au/T20201029-1bd9e4ebbb942d6948bcad7bc6fb4fc0f704671230b889ff1e30fe/Trends_PT_-_Video_2_-_v1.mp4?response-content-disposition=attachment;%20filename=%22Trends_PT_-_Video_2_-_v1.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=N9PrIN7%2BsIh6BCjC2%2BbY6nGxxKE%3D
Stile Science/The Periodic Table/1.4 Lesson: Trends in the periodic table ,Upload,https://stileapp.com/uploads/au/T20201019-53456718a540fe695ece18c4a5fba6cdf8c7fa72401ae2fc9cecc2/Fluorine_Reactions_-_Periodic_Table_of_Videos.mp4?response-content-disposition=attachment;%20filename=%22Fluorine_Reactions_-_Periodic_Table_of_Videos.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=XH%2FaxW6TR3%2FLo30w%2FG1Uizer520%3D
Stile Science/The Periodic Table/1.4 Lesson: Trends in the periodic table ,Upload,https://stileapp.com/uploads/au/T20201019-599341760d10f59be2465da011f08b5066aae0fd138d188bfc7797/Brainiac_Alkali_Metals.mp4?response-content-disposition=attachment;%20filename=%22Brainiac_Alkali_Metals.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=SEpQOHBoTFW8YCmObPQ1yRQFtfo%3D
Stile Science/The Periodic Table/2.1 Lesson: Ionic bonding,Upload,https://stileapp.com/uploads/au/T20201029-85be5342d3b0cf9fb581d69f6c8dc5ec8b2a08479ddf30ec32e5a9/PT_Trends_Pt_1_v1.mp4?response-content-disposition=attachment;%20filename=%22PT_Trends_Pt_1_v1.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=rZVn4Dr4kUypXT8W2BfxxqUQCDk%3D
Stile Science/The Periodic Table/2.1 Lesson: Ionic bonding,Upload,https://stileapp.com/uploads/au/T20171110-55da9e1be44177a7754d816f14e6b964c68734a015956a73ca6d81/What_are_ionic_bonds_-_part_1_edit.mp4?response-content-disposition=attachment;%20filename=%22What_are_ionic_bonds_-_part_1_edit.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=GU01rOqiwfpwxpxXdTwcB%2F0PLuk%3D
